label,Id,predict_value
posLen_tp_12_rand_c,0,0.88
posLen_tp_12_rand_c,0,0.84
posLen_tp_12_rand_c,0,0.31
posLen_tp_12_rand_c,0,1
posLen_tp_12_rand_c,0,0.29
posLen_tp_12_rand_c,1,0.6
posLen_tp_12_rand_c,1,0.43
posLen_tp_12_rand_c,1,0.95
posLen_tp_12_rand_c,1,0.76
posLen_tp_12_rand_c,1,0.72
posLen_tp_12_rand_c,2,0.8
posLen_tp_12_rand_c,2,0.76
posLen_tp_12_rand_c,2,0.84
posLen_tp_12_rand_c,2,0.79
posLen_tp_12_rand_c,2,0.25
posLen_tp_12_rand_c,3,0.31
posLen_tp_12_rand_c,3,0.78
posLen_tp_12_rand_c,3,0.82
posLen_tp_12_rand_c,3,0.75
posLen_tp_12_rand_c,3,0.29
posLen_tp_12_rand_c,4,0.4
posLen_tp_12_rand_c,4,0.52
posLen_tp_12_rand_c,4,0.81
posLen_tp_12_rand_c,4,0.95
posLen_tp_12_rand_c,4,0.27
posLen_tp_12_rand_c,5,0.1
posLen_tp_12_rand_c,5,0.35
posLen_tp_12_rand_c,5,0.25
posLen_tp_12_rand_c,5,0.23
posLen_tp_12_rand_c,5,0.6
posLen_tp_12_rand_c,6,0.11
posLen_tp_12_rand_c,6,0.36
posLen_tp_12_rand_c,6,0.26
posLen_tp_12_rand_c,6,0.24
posLen_tp_12_rand_c,6,0.61
posLen_tp_12_rand_c,7,0.16
posLen_tp_12_rand_c,7,0.41
posLen_tp_12_rand_c,7,0.31
posLen_tp_12_rand_c,7,0.29
posLen_tp_12_rand_c,7,0.66
posLen_tp_12_rand_c,8,0.12
posLen_tp_12_rand_c,8,0.37
posLen_tp_12_rand_c,8,0.27
posLen_tp_12_rand_c,8,0.25
posLen_tp_12_rand_c,8,0.62
