label,Id,predict_value
posLen_tp_11_rand_c,0,0.29
posLen_tp_11_rand_c,0,0.5
posLen_tp_11_rand_c,0,0.92
posLen_tp_11_rand_c,0,0.07
posLen_tp_11_rand_c,0,0.91
posLen_tp_11_rand_c,1,0.74
posLen_tp_11_rand_c,1,0.86
posLen_tp_11_rand_c,1,0.45
posLen_tp_11_rand_c,1,0.87
posLen_tp_11_rand_c,1,0.96
posLen_tp_11_rand_c,2,0.79
posLen_tp_11_rand_c,2,0.32
posLen_tp_11_rand_c,2,0.53
posLen_tp_11_rand_c,2,0.23
posLen_tp_11_rand_c,2,1.04
