label,Id,predict_value
posLen_tp_10_rand_c,0,0.59
posLen_tp_10_rand_c,0,0.93
posLen_tp_10_rand_c,0,0.24
posLen_tp_10_rand_c,0,0.59
posLen_tp_10_rand_c,0,0.96
posLen_tp_10_rand_c,1,0.76
posLen_tp_10_rand_c,1,0.9
posLen_tp_10_rand_c,1,0.51
posLen_tp_10_rand_c,1,0.32
posLen_tp_10_rand_c,1,0.93
posLen_tp_10_rand_c,2,0.19
posLen_tp_10_rand_c,2,0.44
posLen_tp_10_rand_c,2,0.71
posLen_tp_10_rand_c,2,0.62
posLen_tp_10_rand_c,2,0.77
posLen_tp_10_rand_c,3,0.93
posLen_tp_10_rand_c,3,0.23
posLen_tp_10_rand_c,3,0.89
posLen_tp_10_rand_c,3,0.9
posLen_tp_10_rand_c,3,0.25
posLen_tp_10_rand_c,4,0.77
posLen_tp_10_rand_c,4,0.91
posLen_tp_10_rand_c,4,0.52
posLen_tp_10_rand_c,4,0.33
posLen_tp_10_rand_c,4,0.94
posLen_tp_10_rand_c,5,1.0
posLen_tp_10_rand_c,5,0.3
posLen_tp_10_rand_c,5,0.96
posLen_tp_10_rand_c,5,0.97
posLen_tp_10_rand_c,5,0.32
posLen_tp_10_rand_c,6,0.22
posLen_tp_10_rand_c,6,0.47
posLen_tp_10_rand_c,6,0.74
posLen_tp_10_rand_c,6,0.65
posLen_tp_10_rand_c,6,0.8
