label,Id,predict_value
posLen_tp_10_rand_c,0,0.91
posLen_tp_10_rand_c,0,0.89
posLen_tp_10_rand_c,0,0.94
posLen_tp_10_rand_c,0,0.82
posLen_tp_10_rand_c,0,0.7
posLen_tp_10_rand_c,1,0.44
posLen_tp_10_rand_c,1,0.36
posLen_tp_10_rand_c,1,0.21
posLen_tp_10_rand_c,1,0.29
posLen_tp_10_rand_c,1,0.52
posLen_tp_10_rand_c,2,0.35
posLen_tp_10_rand_c,2,1.0
posLen_tp_10_rand_c,2,0.31
posLen_tp_10_rand_c,2,0.8
posLen_tp_10_rand_c,2,0.63
posLen_tp_10_rand_c,3,0.83
posLen_tp_10_rand_c,3,0.42
posLen_tp_10_rand_c,3,0.56
posLen_tp_10_rand_c,3,0.49
posLen_tp_10_rand_c,3,0.96
posLen_tp_10_rand_c,4,0.45
posLen_tp_10_rand_c,4,0.37
posLen_tp_10_rand_c,4,0.22
posLen_tp_10_rand_c,4,0.3
posLen_tp_10_rand_c,4,0.53
posLen_tp_10_rand_c,5,0.9
posLen_tp_10_rand_c,5,0.49
posLen_tp_10_rand_c,5,0.63
posLen_tp_10_rand_c,5,0.56
posLen_tp_10_rand_c,5,1.03
posLen_tp_10_rand_c,6,0.38
posLen_tp_10_rand_c,6,1.03
posLen_tp_10_rand_c,6,0.34
posLen_tp_10_rand_c,6,0.83
posLen_tp_10_rand_c,6,0.66
