label,Id,predict_value
posLen_tp_11_rand_c,0,1.07
posLen_tp_11_rand_c,0,0.33
posLen_tp_11_rand_c,0,0.32
posLen_tp_11_rand_c,0,0.62
posLen_tp_11_rand_c,0,1.0
posLen_tp_11_rand_c,1,0.77
posLen_tp_11_rand_c,1,0.47
posLen_tp_11_rand_c,1,0.24
posLen_tp_11_rand_c,1,1.02
posLen_tp_11_rand_c,1,0.77
posLen_tp_11_rand_c,2,0.41
posLen_tp_11_rand_c,2,0.77
posLen_tp_11_rand_c,2,0.83
posLen_tp_11_rand_c,2,0.87
posLen_tp_11_rand_c,2,1.02
