label,Id,predict_value
posLen_tp_13_rand_c,0,0.53
posLen_tp_13_rand_c,0,0.51
posLen_tp_13_rand_c,0,0.66
posLen_tp_13_rand_c,0,0.53
posLen_tp_13_rand_c,0,0.76
posLen_tp_13_rand_c,1,0.37
posLen_tp_13_rand_c,1,0.56
posLen_tp_13_rand_c,1,0.39
posLen_tp_13_rand_c,1,0.7
posLen_tp_13_rand_c,1,0.31
posLen_tp_13_rand_c,2,0.43
posLen_tp_13_rand_c,2,0.5
posLen_tp_13_rand_c,2,0.88
posLen_tp_13_rand_c,2,0.92
posLen_tp_13_rand_c,2,0.93
posLen_tp_13_rand_c,3,0.45
posLen_tp_13_rand_c,3,0.84
posLen_tp_13_rand_c,3,0.69
posLen_tp_13_rand_c,3,0.42
posLen_tp_13_rand_c,3,0.31
posLen_tp_13_rand_c,4,0.79
posLen_tp_13_rand_c,4,0.59
posLen_tp_13_rand_c,4,0.89
posLen_tp_13_rand_c,4,0.8
posLen_tp_13_rand_c,4,0.46
posLen_tp_13_rand_c,5,0.25
posLen_tp_13_rand_c,5,0.62
posLen_tp_13_rand_c,5,0.26
posLen_tp_13_rand_c,5,0.09
posLen_tp_13_rand_c,5,0.36
posLen_tp_13_rand_c,6,0.28
posLen_tp_13_rand_c,6,0.47
posLen_tp_13_rand_c,6,0.53
posLen_tp_13_rand_c,6,0.42
posLen_tp_13_rand_c,6,0.2
