label,Id,predict_value
posLen_tp_13_rand_c,0,0.12
posLen_tp_13_rand_c,0,0.82
posLen_tp_13_rand_c,0,0.88
posLen_tp_13_rand_c,0,0.5
posLen_tp_13_rand_c,0,0.26
posLen_tp_13_rand_c,1,0.69
posLen_tp_13_rand_c,1,0.56
posLen_tp_13_rand_c,1,0.41
posLen_tp_13_rand_c,1,0.63
posLen_tp_13_rand_c,1,0.81
posLen_tp_13_rand_c,2,0.14
posLen_tp_13_rand_c,2,0.42
posLen_tp_13_rand_c,2,0.85
posLen_tp_13_rand_c,2,0.68
posLen_tp_13_rand_c,2,0.61
posLen_tp_13_rand_c,3,0.73
posLen_tp_13_rand_c,3,1.02
posLen_tp_13_rand_c,3,0.89
posLen_tp_13_rand_c,3,0.74
posLen_tp_13_rand_c,3,0.9
posLen_tp_13_rand_c,4,0.61
posLen_tp_13_rand_c,4,0.44
posLen_tp_13_rand_c,4,0.93
posLen_tp_13_rand_c,4,0.92
posLen_tp_13_rand_c,4,0.79
posLen_tp_13_rand_c,5,0.71
posLen_tp_13_rand_c,5,0.45
posLen_tp_13_rand_c,5,0.75
posLen_tp_13_rand_c,5,0.85
posLen_tp_13_rand_c,5,0.69
posLen_tp_13_rand_c,6,0.42
posLen_tp_13_rand_c,6,0.76
posLen_tp_13_rand_c,6,0.84
posLen_tp_13_rand_c,6,0.31
posLen_tp_13_rand_c,6,0.3
