label,Id,predict_value
posLen_tp_11_rand_c,0,0.19
posLen_tp_11_rand_c,0,0.92
posLen_tp_11_rand_c,0,0.58
posLen_tp_11_rand_c,0,0.92
posLen_tp_11_rand_c,0,0.52
posLen_tp_11_rand_c,1,0.8
posLen_tp_11_rand_c,1,0.9
posLen_tp_11_rand_c,1,0.93
posLen_tp_11_rand_c,1,0.66
posLen_tp_11_rand_c,1,0.18
posLen_tp_11_rand_c,2,0.57
posLen_tp_11_rand_c,2,0.25
posLen_tp_11_rand_c,2,0.75
posLen_tp_11_rand_c,2,0.78
posLen_tp_11_rand_c,2,0.95
